Abadžija
Barjaktarević
Barjaktarović
Baroš
Barošević
Bartoš
Bartula
Barudžija
Barvalac
Barzut
Basalo
Basara
Basarić
Basić
Basor
Basrak
Basta
Bastaja
Bastajić
Bastać
Bastašić
Bataković
Batanjski
Batar
Batas
Bates
Batinac
Batinica
Batinić
Batnožić
Batos
Batovac
Batrićević
Baturan
Bauk
Bauković
Bausovac
Bavarčić
Bavrlić
Baćanović
Baćina
Baćinac
Baćić
Bačevac
Bačević
Bačić
Bačkonja
Bačković
Bačvanin
Bačvanski
Baša
Bašagić
Bašić
Baštinac
Baštić
Baštovanović
Beader
Beara
Beatović
Bebić
Becić
Begenišić
Begović
Bekan
Bekavac
Bekrić
Bekvalac
Belajac
Belanić
Belanović
Belančić
Belenzada
Belić
Beljanski
Beljić
Belobaba
Belobrk
Beloica
Belojević
Belović
Belošević
Belčević
Benaković
Bencun
Bencuz
Bendić
Benović
Beoković
Berak
Beranović
Berat
Berbakov
Berber
Berberović
Berendika
Berić
Bernat
Beronja
Bertić
Berček
Besedić
Beslać
Beuković
Bezbradica
Bećarević
Bećirović
Beč
Bečanović
Bečejac
Bešević
Bešir
Bešlagić
Bešlin
Bežanić
Biber
Biberdžić
Biberović
Bibić
Biga
Bihorac
Bijelić
Bijelonić
Bijelović
Bikicki
Bilanović
Bilbija
Bilić
Biljanović
Biljčević
Bilkić
Bilović
Bilčar
Bingulac
Biorac
Biovica
Birman
Birovljević
Bisić
Biskupović
Biuković
Bićanić
Bičanski
Biševac
Bižić
Bjedov
Bjegović
Bjekić
Bjeković
Bjelajac
Bjelaković
Bjelan
Bjelanović
Bjelančević
Bjeletić
Bjelivuk
Bjelić
Bjeličić
Bjeljac
Bjelobaba
Bjelobrk
Bjelogrlić
Bjelonić
Bjelopavlović
Bjelopetrović
Bjelotomić
Bjelović
Bjelovuk
Bjeloš
Bjelošević
Bjelčević
Blagić
Blagojev
Blagojević
Blagović
Blagovčanin
Blanuša
Blatešić
Blašković
Blažanović
Blaženović
Blažetić
Blaževac
Blažević
Blažin
Blažić
Blažović
Blesić
Blečić
Bobar
Boberić
Bobić
Bobovac
Bobušić
Bocić
Bodinovac
Bodiroga
Bodirogić
Bodiroža
Bodić
Bodlović
Bodrožić
Bogatić
Bogavac
Bogdan
Bogdanić
Bogdanović
Bogetić
Bogić
Bogićević
Bogičević
Bogojevac
Bogojević
Bogosavac
Bogosavljev
Bogosavljević
Bogovac
Bogunović
Bojanin
Bojanić
Bojanović
Bojbaša
Bojinović
Bojić
Bojičić
Bojkić
Bojković
Bojović
Bojčeta
Bojčetić
Bojčić
Bojšić
Bokalović
Bokan
Bokanić
Bokić
Bolanović
Bolić
Boljanović
Boljević
Bolmanac
Bolović
Bomeštar
Bondžić
Bondžulić
Bončić
Borak
Borenović
Borilović
Borisavljević
Boričić
Borjan
Borjanić
Borjanović
Borkovac
Borković
Borocki
Boroja
Borojević
Borota
Borotić
Borovac
Borović
Borovnjak
Borozan
Borvičanović
Borčić
Bosančić
Bosiljčić
Bosiočić
Bosić
Bosnić
Botić
Bovan
Bozalo
Bozejac
Bozeta
Boškan
Boškić
Bošković
Bošnjak
Bošnjaković
Boštrunić
Boščanin
Boščić
Božanić
Božanović
Božilović
Božinac
Božinović
Božić
Božičić
Božičković
Božović
Božunović
Božučanin
Bracanović
Bracović
Bradarić
Bradaš
Bradašević
Bradić
Bradonjić
Brajenović
Brajević
Brajić
Brajković
Brajović
Braković
Brakus
Bralić
Bralović
Branežac
Branilović
Branisavljević
Brankov
Brankovan
Branković
Branović
Bratanović
Brateljević
Bratić
Bratičević
Bratković
Bratović
Brašić
Brašnjević
Brašnjović
Brašnović
Brborović
Brdan
Brdar
Brdarević
Brdarić
Breberina
Breka
Brekić
Bresnopoljac
Brestovac
Brezanović
Brezić
Breznikar
Brezovac
Brešković
Brešo
Brežančić
Brkanlić
Brkanović
Brkić
Brkljač
Brkljača
Brković
Brkušanin
Brmbota
Brnad
Brnjevarac
Brodalić
Brozičević
Broćilo
Broćilović
Brstina
Bruić
Brujić
Brzić
Brčić
Brđović
Buač
Bubalović
Bubanović
Bubić
Bubnjević
Bubonja
Bubonjić
Bubulj
Bucalo
Bucalović
Budaković
Budalić
Budanović
Budać
Budeč
Budimac
Budimir
Budimirov
Budimirović
Budimlija
Budimčić
Budinčić
Budisavljević
Budić
Budiša
Budišin
Budišić
Budnić
Budojević
Budovalčev
Budović
Budošan
Bugadžija
Bugarinović
Buinjac
Bujak
Bujić
Bujišić
Bujošević
Bukarica
Bukejlović
Bukinac
Bukorac
Bukorović
Bukovac
Bukovica
Bukta
Bukumirić
Bukumirović
Bukurov
Bukvić
Bulaja
Bulajić
Bulat
Bulatović
Bulić
Buljević
Buljubašić
Bulovan
Bulović
Bulut
Bumba
Bumbić
Bumbulović
Bundalo
Bunijevac
Bunić
Bunjac
Bunjak
Bunjevac
Bunčić
Burazer
Burazor
Burević
Burgić
Burić
Burkanović
Burlić
Burmaz
Burojević
Bursać
Burzan
Busančić
Butulija
Buvač
Buzadžija
Buzaković
Buzaretić
Buzina
Buzurović
Bučanin
Bučanović
Bučić
Bušić
Cabunac
Cakić
Capardača
Caranović
Carević
Caričić
Cebara
Cekinović
Cenić
Cerovac
Cerovina
Cerović
Cetina
Cicović
Cicvarić
Cikota
Cikuša
Cilić
Cimbaljević
Cimeša
Cimirotić
Cincar
Cincarević
Cincović
Coklin
Conić
Crepulja
Crevar
Crnadak
Crnjanski
Crnjin
Crnobrnja
Crnoglavac
Crnogorac
Crnojević
Crnokrak
Crnomarković
Crnčević
Crvak
Crvenković
Cukić
Cumbo
Cupać
Cvejić
Cvetanović
Cvetinović
Cvetić
Cvetkov
Cvetković
Cvetojević
Cvijan
Cvijanović
Cvijetin
Cvijetinović
Cvijetić
Cvijić
Cvijović
Cvikić
Cvišić
Cvjetinović
Cvjetičanin
Dabetić
Dabić
Dabović
Dacić
Dacović
Dadasović
Dadić
Dagović
Dajić
Dakić
Daković
Daljević
Damjanac
Damjanić
Damjanović
Damljanović
Damnjanović
Damčević
Dangubić
Danilov
Danilovac
Danilović
Daničić
Dankov
Danković
Danojević
Danojlić
Dančević
Dančula
Dančulović
Dančuo
Dapčević
Dardić
Darijević
Daskalović
Davidović
Davinić
Dačević
Dačić
Dačović
Debeljaković
Dedeić
Dedijer
Dedić
Dedović
Degenek
Degoricija
Dejanac
Dejanić
Dejanović
Dejković
Delević
Delibašić
Delić
Deljanin
Demić
Demonja
Demonjić
Denić
Denković
Denčić
Derajić
Derentovljević
Deretić
Derikrava
Deroko
Deronjić
Desančić
Desović
Despenić
Despinić
Despić
Despotović
Deurić
Devedžić
Dešić
Didulica
Dikanović
Dikić
Diklić
Diković
Dimitrijević
Dimitrić
Dimić
Dimović
Dimčić
Dimšić
Dinić
Dinjaški
Dinkić
Dinčić
Divac
Divić
Divjak
Divjakinja
Divljaković
Divljan
Divljanović
Divnić
Divović
Divčić
Dizdarević
Dičić
Dišković
Dlačić
Dmitrašinović
Dmitrović
Dobranić
Dobranović
Dobraš
Dobrašinović
Dobrenović
Dobrečević
Dobrijević
Dobriković
Dobrilović
Dobrin
Dobrivojević
Dobrić
Dobričić
Dobrnjac
Dobrodolac
Dobrojević
Dobrokes
Dobrosavljević
Dobrović
Dobrovocki
Doder
Doderović
Dodik
Dodić
Dodoš
Dojčinović
Dokić
Doklestić
Dokmanac
Dokmanov
Dokmanović
Dolinac
Dolinić
Doljanac
Dolović
Domanović
Domazet
Domuzin
Dondur
Dončić
Dopuđa
Dorić
Dorontić
Doroslovac
Doroški
Dosković
Dostanić
Dostica
Dostičić
Dotlić
Dovedan
Dovijanić
Dovniković
Dozet
Došen
Došenović
Došlov
Draganić
Draganjac
Draganović
Dragaš
Dragašević
Drageljević
Dragić
Dragićević
Dragičević
Dragišić
Dragnić
Dragojević
Dragojlov
Dragojlović
Dragoljević
Dragomirov
Dragomirović
Dragonjić
Dragosavac
Dragosavljević
Dragoslavić
Dragović
Dragoš
Dragošev
Dragutinović
Dragušin
Dragušić
Drajić
Drakovac
Drakula
Drakulić
Dramlić
Drapić
Draškić
Drašković
Dražeta
Dražević
Dražilović
Dražin
Dražić
Dražović
Drecun
Drekić
Drenić
Drenovac
Drezga
Drezgić
Drinić
Drinjak
Drinjaković
Drinčić
Drkušić
Drljan
Drmanović
Drndarević
Drobac
Drobilović
Drobnjak
Drobnjaković
Drugović
Družetić
Drča
Drčelić
Dubajić
Dubačkić
Dubljević
Dubovac
Dubočanin
Dubravac
Dubroja
Dudić
Duduković
Dugalić
Dugandžija
Dugandžić
Dugić
Dugonjić
Dugošija
Dujaković
Dujanović
Dujković
Dujović
Duka
Dukanac
Dukić
Duković
Dulikravić
Dulović
Dumanjić
Dumbelović
Dumitrov
Dundić
Dunjić
Dunović
Dunđerović
Dupalo
Dupor
Durković
Durman
Durmić
Duronjić
Durutović
Dutina
Duvnjak
Dučić
Dušanić
Dušanović
Dušić
Dušković
Dvizac
Dvokić
Dvornić
DŽeletović
Džadžić
Džajić
Džaković
Džakula
Džambić
Džamić
Džebo
Dženopoljac
Džepina
Džigurski
Džinić
Džodan
Džodžo
Džombić
Džonić
Džunić
Egerić
Egić
Eklemović
Elaković
Elek
Elez
Erak
Eraković
Erceg
Ercegovac
Erega
Eremić
Ergarac
Ergić
Erić
Erkić
Erlić
Eror
Erović
Erčević
Erčić
Evđenić
Ećim
Fain
Fatić
Ferinac
Filimonović
Filipić
Filipović
Filipčević
Fišeković
Forcan
Frković
Fržović
Furtula
Fuštar
Gaborov
Gaborović
Gabrić
Gacin
Gadžić
Gafur
Gagić
Gagović
Gagrica
Gajanović
Gajdašević
Gajdobranski
Gajica
Gajin
Gajinov
Gajić
Gajović
Gak
Gaković
Galac
Galetin
Galetić
Galečić
Galešev
Galinac
Galić
Galogaža
Galonja
Galović
Gambiroža
Gapić
Garabiljević
Garača
Garačić
Garašanin
Garašević
Gardašević
Gardijan
Gardović
Garić
Garčev
Garčević
Gatarić
Gavranić
Gavranović
Gavrančić
Gavrilov
Gavrilović
Gavrić
Gazdić
Gazibara
Gazivoda
Gaćeša
Gaćina
Gaćinović
Gačević
Gačić
Gađanski
Gašević
Gašić
Gašović
Gašpar
Gašparović
Gemović
Genčić
Georgijev
Georgijević
Geratović
Gerzić
Gidaković
Gigović
Gilić
Ginder
Gladanac
Gladić
Gladović
Glamočak
Glamočanin
Glamočić
Glamočlija
Glavašević
Glavaški
Glavendekić
Glavinić
Glavonjić
Glavčić
Gledić
Gležnić
Glibić
Gligić
Gligorević
Gligorijević
Gligorić
Glijaković
Glintić
Glišanović
Glišić
Glišović
Glogovac
Glomazić
Gluhović
Glumičić
Gluvajić
Gluvaković
Gluvačević
Gluvić
Glušac
Glušica
Glušić
Gluščević
Gmitrović
Gnjatić
Gnjato
Gnjatović
Gobović
Gocić
Godeč
Gogić
Gojak
Gojaković
Gojić
Gojkov
Gojković
Gojnić
Gojsević
Gojsović
Gojšina
Golac
Golemović
Golijan
Golijanin
Golić
Goljevački
Golubovac
Golubović
Golušin
Gomirac
Gonev
Gončin
Gopčević
Goranić
Goranović
Gordić
Goričanac
Gorjanac
Gorjanović
Goronja
Gorunović
Gospavić
Gospodinović
Gostiljac
Gostimirović
Gostić
Gostojić
Gostović
Govedarović
Govoruša
Govorčin
Gočmanac
Gođevac
Gošić
Gošnjić
Grabić
Grabovac
Grabovica
Grabović
Grabovčić
Grabundžija
Gradinac
Gradištanac
Grahovac
Granatić
Grandić
Granolić
Granulić
Graonić
Graonja
Graovac
Grastić
Gračanac
Gračanin
Grašar
Grašić
Grbić
Grbović
Grdanović
Grdinić
Grdović
Grebenar
Grebić
Grebović
Gredeljević
Gregović
Grgurević
Grgurović
Grijak
Grijaković
Grk
Grkavac
Grkinić
Grković
Grljušić
Grmaš
Grobenski
Gromović
Grozdanić
Grozdanov
Grozdanović
Gruban
Grubanović
Grubač
Grubačević
Grubačić
Grubešić
Grubić
Grubiša
Grubišić
Grubješić
Grublješić
Grubnić
Grubor
Gruborović
Grujević
Grujin
Grujić
Grujičić
Grujičkov
Grujović
Grulović
Grumić
Grunčić
Grčić
Gržinić
Guberinić
Gubić
Gucul
Guculj
Gucunski
Gudalović
Gudelj
Gudeljević
Gudović
Guduraš
Gudurić
Gugleta
Gujaničić
Gujić
Gulan
Gunjak
Gunjević
Gunjić
Gurmešević
Gurović
Guskić
Guslov
Gustovarac
Guteša
Gutić
Gutović
Gučanin
Gušić
Gužvica
Gužvić
Gvardiol
Gvero
Gvoić
Gvojić
Gvozden
Gvozdenović
Gvozdenčević
Gvozderac
Gvozdić
Hadžić
Hajder
Hajdin
Hajduk
Hajdukov
Hajduković
Hamović
Harači
Herak
Hinić
Horvat
Hreljanović
Hrkalović
Hrnjak
Hukić
Ibrić
Idvorac
Igić
Iglendža
Ignjac
Ignjatić
Ignjatov
Ignjatović
Ignjić
Igrić
Igrutinović
Ijačić
Ikanović
Ikač
Ikić
Ikodinović
Ikonić
Iković
Ikraš
Ilanić
Ilibašić
Ilijašev
Ilijašević
Ilijević
Ilijevski
Ilijin
Ilijić
Ilikić
Ilin
Ilinčić
Ilisić
Ilić
Iličin
Iličić
Ilišević
Ilišković
Ilkić
Ilčić
Inić
Injac
Inđić
Irić
Iričanin
Isailović
Isakov
Isaković
Iskić
Iskrić
Ivanac
Ivaneža
Ivanić
Ivaniš
Ivanišević
Ivanjac
Ivanković
Ivanov
Ivanović
Ivančev
Ivančević
Ivančić
Ivatović
Ivaz
Ivačković
Ivašković
Ivaštanin
Ivelja
Ivetić
Ivezić
Ivić
Ivičić
Ivkov
Ivković
Ivović
Ivošević
Ićitović
Iđuški
Jablanović
Jaglica
Jagličić
Jagodić
Jahura
Jaić
Jajić
Jajčanin
Jakić
Jakišić
Jaković
Jakovljev
Jakovljević
Jakovović
Jakovčević
Jakupi
Jakšić
Jalić
Janačković
Jandrić
Janeković
Janić
Janićijević
Janičijević
Janičić
Janjanin
Janjatović
Janjetović
Janjić
Janjuš
Janjušević
Janjušić
Jankelić
Jankić
Janković
Janović
Janošević
Janus
Jančić
Japundža
Japundžić
Jaramaz
Jaranović
Jareb
Jaredić
Jarić
Jarkovački
Jarminac
Jarčević
Jasak
Jasnić
Jauković
Javorac
Javorina
Javorić
Jazić
Jaćimović
Jačov
Jašarević
Jašić
Jašović
Jeftenić
Jeftić
Jeftović
Jegdić
Jekić
Jeknić
Jelača
Jelačić
Jelašić
Jelenić
Jelenković
Jelisavac
Jelisavčić
Jelisić
Jelić
Jeličić
Jelovac
Jelušić
Jenić
Jereminov
Jeremić
Jergić
Jerilović
Jerinić
Jerinkić
Jerkić
Jerkov
Jerković
Jerosimić
Jerotić
Jerčić
Jević
Jevremović
Jevrić
Jevrosimov
Jevtić
Jevtović
Jevđević
Jevđović
Jezdimirović
Jezdić
Jezerkić
Ječmenica
Ješić
Jocić
Jockov
Jocković
Jojić
Jokanović
Jokić
Joković
Joksimović
Joksić
Joksović
Joldžić
Jolić
Jolović
Jonić
Joničić
Jonuz
Jončić
Jorganović
Jorgić
Josimović
Josipović
Josić
Jotanović
Jotović
Jovac
Jovakarić
Jovandić
Jovanić
Jovankić
Jovanov
Jovanović
Jovančević
Jovančić
Jovetić
Jovešić
Jovin
Jović
Jovićević
Jovičin
Jovičinac
Jovičić
Jovišić
Jovković
Jovović
Jovčić
Jozić
Jozović
Jošanović
Jošavac
Jošović
Jugović
Jukić
Jungić
Juran
Juraš
Jurašić
Jurišević
Jurišin
Jurišić
Jurjević
Jurošević
Jurčević
Juzbašić
Kabić
Kablar
Kablinović
Kadijević
Kaić
Kajević
Kajganić
Kajgo
Kajtez
Kalaba
Kalabić
Kalajdžić
Kalaković
Kalamanda
Kalapać
Kalač
Kalember
Kalenić
Kalentić
Kalik
Kalinić
Kalinović
Kaličanin
Kamenković
Kamenović
Kanarić
Kanazir
Kandić
Kangrga
Kanić
Kanjerić
Kanlić
Kanostrevac
Kapetanović
Kapetinić
Kapor
Karabaić
Karabuva
Karadžić
Karagić
Karaica
Karajović
Karajčić
Karakašević
Karaklajić
Karalić
Karaman
Karamarković
Karanac
Karanović
Karapandža
Karapandžić
Karać
Karađorđević
Karganović
Karić
Karišik
Karlaš
Karleuša
Kartaljević
Karčić
Kasabašić
Kasalica
Kasalović
Kasapović
Kasavica
Kastratović
Kasum
Katanić
Katančević
Katić
Katurić
Kaurin
Kavedžić
Kavčić
Kazić
Kaćanski
Kačar
Kačarević
Kačavenda
Kašanin
Kašerić
Kašić
Kažić
Kebara
Kecman
Kecojević
Kekanović
Kekić
Kelebuda
Keleman
Keleuva
Kelečević
Kelović
Keneški
Kentrić
Kenđelić
Kepić
Kepčija
Kerac
Keravica
Kerezović
Kerečki
Kerkez
Kesar
Kesegić
Keserović
Kesić
Kesonja
Kesovija
Kevac
Kezić
Kezunović
Keča
Kečan
Kešelj
Kijac
Kijanović
Kikanović
Kiković
Kilibarda
Kiralj
Kisin
Kisjelica
Kiso
Kitanić
Kitanović
Kitić
Kitonjić
Kićanović
Kičema
Kičić
Kladar
Kladarin
Klander
Klarić
Klasanović
Klačar
Klašnja
Klepac
Klepić
Kleut
Klicov
Klikovac
Klincov
Klisarić
Kliska
Klisurić
Kličarić
Kličković
Kljajević
Kljajić
Kljakić
Klječanin
Klještan
Kljukovnica
Kljutić
Knežević
Knežić
Kocanović
Kocić
Kojadinović
Kojanović
Kojdić
Kojić
Kojundžić
Kojčinović
Kojčić
Kokanović
Kokeza
Kokir
Kokorović
Kokoruš
Kokotović
Koković
Kokoškov
Kolak
Kolaković
Kolarac
Kolarević
Kolarić
Kolarski
Kolašinac
Koledin
Kolesar
Kolić
Koljanin
Koljančić
Koljević
Kolović
Kolundžija
Kolundžić
Komanov
Komanović
Komar
Komarica
Komarov
Komarčević
Komarčić
Komatina
Komazec
Komlen
Komlenac
Komlenić
Komlenović
Komljen
Komljenović
Komnenić
Komnenov
Komnenović
Komosar
Konatarević
Kondić
Konjević
Konjikušić
Konjić
Konjović
Konstantinović
Kontić
Končalović
Končar
Končarević
Koprenica
Koprivica
Kopunović
Koralija
Korać
Korda
Kordić
Korkut
Korlat
Korolija
Koroman
Koronsovac
Koruga
Korunić
Kosanić
Kosanović
Kosijer
Kosić
Kosjer
Kosjerina
Kosorić
Kosovac
Kosović
Kosovčić
Kostadinović
Kostić
Kostović
Kostreš
Kostrešević
Kotarac
Kotaranin
Kotaraš
Kotarlić
Kotević
Kotik
Kotlaš
Kotroman
Koturović
Kovandžić
Kovanović
Kovarbašić
Kovačević
Kovačina
Kovačić
Kovinčić
Ković
Kovjanić
Kovljenić
Kovrlija
Kovčin
Kozarac
Kozarević
Kozić
Kozlica
Kozlina
Kozomara
Kočan
Kočić
Kočović
Košarić
Košević
Košpić
Koštunica
Košutić
Kožul
Kragić
Kragović
Kragujević
Kragulj
Kraguljac
Krajinović
Krajišnik
Krajnović
Krajčinović
Kraković
Kraljevački
Kraljević
Kranjac
Krantić
Krapić
Krasin
Krasić
Krasojević
Krasulja
Kravarušić
Kravić
Kračunov
Krbanjević
Krbavac
Krecelj
Kreculj
Krejić
Krejović
Krekić
Kremenović
Kremić
Kresoja
Kresojević
Kresović
Krezić
Krezović
Krečar
Krečković
Kreštalica
Krga
Krilović
Kristić
Krivaja
Krivačić
Krivokuća
Krivošija
Krivošić
Krička
Kričković
Krišanović
Križić
Krkić
Krkljuš
Krkobabić
Krković
Krndija
Krneta
Krnetić
Krnić
Krnjaja
Krnjajić
Krnčević
Krošnjar
Krpić
Krsmanović
Krspogačin
Krstajić
Krstanović
Krstekanić
Krstin
Krstinić
Krstić
Krstonošić
Krstović
Krtinić
Krtolica
Krulj
Krunić
Krupežević
Krupljanin
Kruškonjić
Krušković
Krvavac
Krčadinac
Krčmar
Krčmarević
Kršanac
Kršić
Kubat
Kudra
Kudrić
Kujavić
Kujačić
Kujović
Kujundžić
Kukić
Kukoleča
Kukrika
Kukrić
Kukurin
Kulačanin
Kulaš
Kulašević
Kulašinović
Kulić
Kulišić
Kuljanin
Kuljanski
Kuljančić
Kuljača
Kuljić
Kulundžija
Kulundžić
Kumović
Kumrić
Kunac
Kunarac
Kundadžija
Kundović
Kunešević
Kunovac
Kuprešak
Kuprešanin
Kuraica
Kurbalija
Kurdulija
Kureljušić
Kurepa
Kureš
Kurešević
Kuridža
Kurilić
Kurjački
Kurnoga
Kurobasa
Kurteš
Kurtović
Kurtuma
Kurucić
Kuruzović
Kuručev
Kurćubić
Kurčubić
Kusanović
Kusmuk
Kusonjić
Kusovac
Kusturica
Kusturić
Kutanjac
Kutlešić
Kuveždanin
Kuzman
Kuzmanović
Kuzmančević
Kuzmić
Kučinar
Kušaković
Kušić
Kušljić
Kuželj
Kužet
Kvačanović
Kvrgić
LJepović
LJubenković
Laban
Labotić
Labović
Labus
Lacković
Lacmanović
Lajić
Lajšić
Laketa
Laketić
Lakić
Lakićević
Lakobrija
Laković
Lakušić
Lale
Lalić
Lalović
Lambeta
Laninović
Laništanin
Lančužanin
Lapadatović
Laptošević
Lapčević
Lapčić
Lasković
Laslavić
Latas
Latinović
Latinčić
Latković
Laurić
Laušević
Laušin
Lavrnić
Lavrnja
Lazanski
Lazarac
Lazarević
Lazarov
Lazendić
Lazinica
Lazić
Lazović
Laćman
Lačanin
Lađarević
Lađević
Lašić
Lažetić
Leburić
Leginović
Leka
Lekanić
Lekić
Leko
Leković
Lelić
Lemaić
Lemajić
Lemić
Leovac
Lepanović
Lepir
Leposavić
Lepšanović
Lero
Leskovac
Leskur
Levajac
Lević
Lečić
Lešević
Leštanin
Ležaić
Ležajić
Liješnić
Likić
Lilić
Linta
Lipovac
Lipovčić
Lisov
Lisovac
Litrić
Livaja
Livazović
Livun
Ličanin
Ličina
Lišanin
Lišančić
Ljajić
Ljepava
Ljepoja
Ljepojević
Ljubanić
Ljubanović
Ljubenko
Ljubenović
Ljubibratić
Ljubinković
Ljubisavljević
Ljubić
Ljubičić
Ljubišić
Ljubobratović
Ljuboja
Ljubojević
Ljubomirac
Ljubotina
Ljubović
Ljuna
Ljuština
Lojaničić
Lojpur
Lolić
Lolović
Lompar
Lončarević
Lončarić
Lončina
Lopandić
Lopar
Lopatić
Lotina
Lovre
Lovrić
Lovčanin
Lovčević
Lozanić
Lozanov
Lozanović
Lozančić
Lozjanin
Lošić
Ložnjaković
Lubarda
Lubura
Luburić
Ludoški
Lugonja
Lugonjić
Lujić
Lukajić
Lukanović
Lukač
Lukačev
Lukačević
Lukačić
Luketa
Lukešević
Lukić
Lukičić
Lukovac
Luković
Lunić
Lutkić
Lutovac
Lučanin
Lučić
Lužaić
Lužajić
Lužanin
Lužija
Macakanja
Macanović
Macavara
Macura
Macut
Madžar
Madžarac
Madžarević
Madžgalj
Magazinović
Maglić
Maglov
Magovac
Magud
Mahovac
Majdak
Majdanac
Majić
Majkić
Majstorović
Makarin
Makarić
Makević
Makitan
Makivić
Makljenović
Makragić
Maksimov
Maksimović
Maksić
Malagurski
Malbaša
Malbašić
Malenović
Malenčić
Maletin
Maletić
Maleš
Malešević
Malešić
Malijević
Malinić
Malinović
Malivojević
Malivuk
Malić
Malićanin
Maličević
Mališanović
Mališević
Mališić
Maljenović
Maljković
Malobabić
Malogajski
Malović
Mamula
Manasijević
Mandarić
Mandinić
Mandić
Mandrapa
Mandušić
Mandžukić
Manić
Manojlov
Manojlović
Manović
Mančić
Maoduš
Maranović
Maravić
Marelić
Marelj
Marešević
Marijan
Marinkov
Marinković
Marinović
Marinčević
Marinčić
Marić
Marićević
Maričić
Marjanac
Marjanov
Marjanović
Markanović
Markelić
Markićević
Marković
Markočević
Markoš
Markulić
Markuljević
Markuš
Markušev
Marmat
Marodić
Marojević
Marovac
Marović
Marošan
Marsenić
Martinac
Martinović
Martić
Marunić
Marušić
Marčeta
Marčetić
Marčić
Marčićev
Marčićević
Maslak
Maslar
Maslarić
Maslać
Masleša
Maslić
Maslovara
Maslovarić
Masnikosa
Mastelica
Mastilović
Matanović
Mataruga
Matarugić
Matavulj
Matejević
Matejić
Matešin
Matijaš
Matijašević
Matijević
Matić
Matičić
Matković
Matović
Matošević
Matunović
Matušić
Mauković
Mavrak
Mavrović
Mazinjanin
Mazulović
Maćešić
Mačinković
Mačkić
Mačković
Mačužić
Mačvan
Mačvanin
Mašala
Mašanović
Maširević
Mašić
Mašojević
Mašović
Mažibrada
Meandžija
Medakov
Medaković
Medančić
Medarević
Medenica
Medić
Medojević
Medoš
Medunić
Medurić
Medved
Mehičić
Mekterović
Mektić
Meljanac
Melović
Memedović
Menićanin
Menković
Menović
Merdžan
Mesarić
Mesarović
Meseldžija
Metikoš
Međed
Međedović
Mešter
Mešterović
Micić
Micković
Mickovski
Midanović
Mihailović
Mihajlica
Mihajlov
Mihajlović
Mihaljev
Mihaljica
Mihaljčić
Mihanović
Mihić
Mijailović
Mijajlović
Mijakovac
Mijaković
Mijaljević
Mijalković
Mijanić
Mijanović
Mijatov
Mijatović
Mijačević
Mijić
Mijović
Mijuković
Mijušković
Mikanović
Mikarić
Mikavica
Mikać
Mikašinović
Mikelić
Mikerević
Miketić
Mikijelj
Mikin
Mikić
Mikičić
Miković
Mikulić
Mikuljević
Mikšin
Mikšić
Miladinov
Miladinović
Miladić
Milak
Milakara
Milakić
Milaković
Milanko
Milanković
Milanović
Milatović
Milačić
Milašin
Milašinović
Milekić
Milenić
Milenković
Milenović
Milentijević
Mileta
Mileticki
Miletić
Miletović
Mileusnić
